0	43880	0.7203	0.0000	0.0000	0.0000	0
1	43877	0.7203	0.0000	0.0000	0.0000	0
2	43876	0.7203	0.0000	0.0000	0.0000	0
3	43870	0.7203	0.0625	0.2500	0.1681	1
4	43878	0.7203	0.0900	0.2000	0.1461	0
5	43869	0.7203	0.1306	0.3333	0.2381	1
6	43881	0.7203	0.1527	0.2857	0.2163	0
7	115179	0.7186	0.1805	0.3750	0.2788	1
8	115174	0.7186	0.2098	0.4444	0.3299	1
9	115178	0.7186	0.2388	0.5000	0.3725	1
10	115182	0.7186	0.2667	0.5455	0.4088	1
11	115172	0.7186	0.2931	0.5833	0.4402	1
12	115181	0.7186	0.3179	0.6154	0.4676	1
13	115171	0.7186	0.3411	0.6429	0.4919	1
14	115176	0.7186	0.3628	0.6667	0.5136	1
15	115180	0.7186	0.3831	0.6875	0.5331	1
16	115183	0.7186	0.4021	0.7059	0.5507	1
17	115197	0.7186	0.4168	0.6667	0.5310	0
18	115173	0.7186	0.4309	0.6842	0.5469	1
19	115184	0.7186	0.4443	0.7000	0.5616	1
20	115177	0.7186	0.4572	0.7143	0.5751	1
21	115170	0.7186	0.4695	0.7273	0.5877	1
22	115175	0.7186	0.4812	0.7391	0.5993	1
23	51841	0.7160	0.4906	0.7083	0.5830	0
24	51844	0.7160	0.4982	0.6800	0.5678	0
25	51833	0.7160	0.5057	0.6923	0.5787	1
26	51846	0.7160	0.5116	0.6667	0.5646	0
27	51843	0.7160	0.5163	0.6429	0.5513	0
28	51842	0.7160	0.5199	0.6207	0.5388	0
29	51845	0.7160	0.5226	0.6000	0.5269	0
30	51832	0.7160	0.5255	0.6129	0.5370	1
31	67400	0.7002	0.5286	0.6250	0.5466	1
32	67397	0.7002	0.5319	0.6364	0.5558	1
33	67399	0.7002	0.5353	0.6471	0.5645	1
34	67395	0.7002	0.5388	0.6571	0.5728	1
35	67408	0.7002	0.5415	0.6389	0.5621	0
36	67396	0.7002	0.5444	0.6486	0.5701	1
37	67394	0.7002	0.5474	0.6579	0.5777	1
38	67398	0.7002	0.5505	0.6667	0.5849	1
39	67403	0.7002	0.5536	0.6750	0.5919	1
40	67409	0.7002	0.5561	0.6585	0.5822	0
41	67402	0.7002	0.5588	0.6667	0.5889	1
42	67401	0.7002	0.5615	0.6744	0.5954	1
43	100313	0.6892	0.5637	0.6591	0.5862	0
44	100314	0.6892	0.5655	0.6444	0.5774	0
45	100317	0.6892	0.5669	0.6304	0.5688	0
46	100315	0.6892	0.5680	0.6170	0.5606	0
47	100318	0.6892	0.5687	0.6042	0.5526	0
48	100298	0.6892	0.5696	0.6122	0.5589	1
49	100316	0.6892	0.5702	0.6000	0.5512	0
50	115211	0.6850	0.5709	0.6078	0.5573	1
51	115205	0.6850	0.5718	0.6154	0.5631	1
52	115208	0.6850	0.5728	0.6226	0.5687	1
53	115214	0.6850	0.5738	0.6296	0.5742	1
54	115209	0.6850	0.5750	0.6364	0.5796	1
55	115206	0.6850	0.5762	0.6429	0.5847	1
56	115217	0.6850	0.5774	0.6491	0.5898	1
57	115213	0.6850	0.5788	0.6552	0.5946	1
58	115218	0.6850	0.5802	0.6610	0.5994	1
59	115207	0.6850	0.5816	0.6667	0.6040	1
60	115216	0.6850	0.5831	0.6721	0.6085	1
61	115210	0.6850	0.5846	0.6774	0.6129	1
62	115203	0.6850	0.5862	0.6825	0.6172	1
63	115212	0.6850	0.5878	0.6875	0.6213	1
64	115215	0.6850	0.5894	0.6923	0.6254	1
65	115204	0.6850	0.5910	0.6970	0.6293	1
66	11145	0.6832	0.5924	0.6866	0.6228	0
67	11101	0.6832	0.5939	0.6912	0.6266	1
68	11096	0.6832	0.5954	0.6957	0.6304	1
69	11132	0.6832	0.5966	0.6857	0.6241	0
70	11100	0.6832	0.5980	0.6901	0.6278	1
71	11133	0.6832	0.5991	0.6806	0.6217	0
72	11137	0.6832	0.6001	0.6712	0.6157	0
73	11144	0.6832	0.6009	0.6622	0.6099	0
74	11135	0.6832	0.6016	0.6533	0.6042	0
75	11097	0.6832	0.6024	0.6579	0.6078	1
76	11139	0.6832	0.6030	0.6494	0.6023	0
77	11098	0.6832	0.6036	0.6538	0.6059	1
78	11142	0.6832	0.6042	0.6456	0.6005	0
79	11099	0.6832	0.6047	0.6500	0.6040	1
80	11141	0.6832	0.6052	0.6420	0.5987	0
81	11102	0.6832	0.6057	0.6463	0.6022	1
82	11104	0.6832	0.6062	0.6506	0.6056	1
83	11103	0.6832	0.6068	0.6548	0.6089	1
84	11140	0.6832	0.6073	0.6471	0.6038	0
85	11134	0.6832	0.6077	0.6395	0.5988	0
86	6849	0.6814	0.6080	0.6322	0.5940	0
87	6847	0.6814	0.6081	0.6250	0.5892	0
88	6804	0.6814	0.6084	0.6292	0.5924	1
89	6852	0.6814	0.6085	0.6222	0.5878	0
90	6803	0.6814	0.6087	0.6264	0.5910	1
91	6850	0.6814	0.6088	0.6196	0.5864	0
92	6851	0.6814	0.6089	0.6129	0.5819	0
93	114529	0.6792	0.6090	0.6170	0.5851	1
94	114544	0.6792	0.6090	0.6105	0.5807	0
95	114528	0.6792	0.6091	0.6146	0.5838	1
96	114543	0.6792	0.6090	0.6082	0.5795	0
97	114546	0.6792	0.6090	0.6020	0.5753	0
98	114541	0.6792	0.6088	0.5960	0.5711	0
99	114530	0.6792	0.6088	0.6000	0.5742	1
100	136496	0.6788	0.6087	0.6040	0.5772	1
101	136498	0.6788	0.6087	0.6078	0.5802	1
102	136495	0.6788	0.6087	0.6117	0.5831	1
103	136506	0.6788	0.6087	0.6058	0.5791	0
104	136497	0.6788	0.6087	0.6095	0.5820	1
105	136494	0.6788	0.6087	0.6132	0.5848	1
106	142961	0.6764	0.6087	0.6075	0.5809	0
107	142962	0.6764	0.6087	0.6019	0.5770	0
108	142925	0.6764	0.6086	0.6055	0.5798	1
109	142926	0.6764	0.6086	0.6091	0.5825	1
110	142966	0.6764	0.6086	0.6036	0.5787	0
111	142924	0.6764	0.6086	0.6071	0.5815	1
112	142963	0.6764	0.6085	0.6018	0.5777	0
113	142927	0.6764	0.6085	0.6053	0.5804	1
114	142965	0.6764	0.6084	0.6000	0.5768	0
115	142964	0.6764	0.6083	0.5948	0.5732	0
116	131665	0.6723	0.6082	0.5983	0.5758	1
117	131667	0.6723	0.6082	0.6017	0.5784	1
118	131663	0.6723	0.6081	0.6050	0.5810	1
119	131664	0.6723	0.6081	0.6083	0.5835	1
120	131662	0.6723	0.6082	0.6116	0.5860	1
121	131666	0.6723	0.6082	0.6148	0.5885	1
122	131668	0.6723	0.6083	0.6179	0.5909	1
123	134338	0.6709	0.6084	0.6210	0.5933	1
124	134521	0.6709	0.6085	0.6160	0.5899	0
125	134337	0.6709	0.6086	0.6190	0.5922	1
126	134339	0.6709	0.6087	0.6220	0.5946	1
127	134522	0.6709	0.6087	0.6172	0.5912	0
128	134335	0.6709	0.6088	0.6202	0.5935	1
129	134336	0.6709	0.6089	0.6231	0.5958	1
130	51272	0.6696	0.6090	0.6183	0.5925	0
131	51271	0.6696	0.6090	0.6136	0.5892	0
