0	161831	1.0000	1.0000	1.0000	1.0000	1
1	161832	1.0000	1.0000	1.0000	1.0000	1
2	161833	1.0000	1.0000	1.0000	1.0000	1
3	161834	1.0000	1.0000	1.0000	1.0000	1
4	161835	0.9999	1.0000	1.0000	1.0000	1
5	161836	0.9999	1.0000	1.0000	1.0000	1
6	147972	0.9422	1.0000	1.0000	1.0000	1
7	147973	0.9422	1.0000	1.0000	1.0000	1
8	147974	0.9421	1.0000	1.0000	1.0000	1
9	147978	0.9421	1.0000	1.0000	1.0000	1
10	147975	0.9421	1.0000	1.0000	1.0000	1
11	147976	0.9421	1.0000	1.0000	1.0000	1
12	147977	0.9421	1.0000	1.0000	1.0000	1
13	244568	0.9281	1.0000	1.0000	1.0000	1
14	244566	0.9279	1.0000	1.0000	1.0000	1
15	244567	0.9279	1.0000	1.0000	1.0000	1
16	244565	0.9277	1.0000	1.0000	1.0000	1
17	244564	0.9276	1.0000	1.0000	1.0000	1
18	89356	0.9259	1.0000	1.0000	1.0000	1
19	89357	0.9258	1.0000	1.0000	1.0000	1
20	89358	0.9258	1.0000	1.0000	1.0000	1
21	89359	0.9258	1.0000	1.0000	1.0000	1
22	89360	0.9258	1.0000	1.0000	1.0000	1
23	89361	0.9258	1.0000	1.0000	1.0000	1
24	89362	0.9257	1.0000	1.0000	1.0000	1
25	89363	0.9257	1.0000	1.0000	1.0000	1
26	89364	0.9257	1.0000	1.0000	1.0000	1
27	89365	0.9257	1.0000	1.0000	1.0000	1
28	89351	0.9245	1.0000	1.0000	1.0000	1
29	89352	0.9245	1.0000	1.0000	1.0000	1
30	89353	0.9244	1.0000	1.0000	1.0000	1
31	89354	0.9244	1.0000	1.0000	1.0000	1
32	89355	0.9244	1.0000	1.0000	1.0000	1
33	89350	0.9237	1.0000	1.0000	1.0000	1
34	112596	0.9148	1.0000	1.0000	1.0000	1
35	112595	0.9146	1.0000	1.0000	1.0000	1
36	70567	0.8824	0.9993	0.9730	0.9819	0
37	70566	0.8824	0.9979	0.9474	0.9646	0
